name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost_for_two,restaurant_type,city_list
sugar & spice - taj mg road bengaluru,No,No,4.0,79,mg road,dessert parlor,"Coffee, Chocolate Truffle, Cheesecake",Desserts,800,Desserts,Residency Road
munchies,Yes,No,3.9,65,brigade road,"quick bites, bakery","Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich","Fast Food, Bakery",250,Desserts,Residency Road
mad over donuts,Yes,No,3.9,148,brigade road,food court,Donut,"Bakery, Desserts, Beverages",450,Desserts,Residency Road
keventers,No,No,3.9,91,lavelle road,"beverage shop, dessert parlor","Thick Shakes, Vanilla Ice Cream","Beverages, Desserts, Ice Cream",400,Desserts,Residency Road
smoor,Yes,No,4.1,67,mg road,dessert parlor,"Cup Cake, Pasta, Sandwich, Fries",Desserts,900,Desserts,Residency Road
sreeraj lassi bar,Yes,No,3.9,62,shanti nagar,beverage shop,"Fruit Lassi, Sweet Lassi, Kulfi, Banana Split","Beverages, Desserts, Juices",150,Desserts,Residency Road
zoroy luxury chocolate,Yes,No,4.0,68,church street,dessert parlor,Hot Chocolate,Desserts,250,Desserts,Residency Road
pabrai's fresh & naturelle icecreams,Yes,No,4.2,132,brigade road,dessert parlor,"Apple Pie, Mascarpone Cheese, Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Salted Caramel",Ice Cream,180,Desserts,Residency Road
kanti sweets,Yes,No,3.9,104,brigade road,"sweet shop, quick bites","Chaat, Sandwiches, Rasmalai","Mithai, Street Food",400,Desserts,Residency Road
natural ice cream,No,No,4.2,222,st. marks road,dessert parlor,"Mango Ice Cream, Tender Coconut Ice Cream, Chips, Chocochip Ice Cream, Waffle Cone","Ice Cream, Beverages",200,Desserts,Residency Road
krispy kreme,Yes,No,4.0,47,richmond road,dessert parlor,"Donut, Coffee","Desserts, Beverages",300,Desserts,Residency Road
bhaiyaji food court,No,No,3.4,27,mg road,quick bites,"Paratha, Samosa, Vada Pav","North Indian, Mithai",300,Desserts,Residency Road
ibaco,Yes,No,4.0,94,brigade road,dessert parlor,Italian Wonder,"Desserts, Ice Cream",300,Desserts,Residency Road
hammered,Yes,Yes,4.6,4841,cunningham road,"pub, cafe","Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe","1,300",Desserts,Residency Road
dolci desserts,Yes,No,4.3,658,cunningham road,"cafe, dessert parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Desserts,Residency Road
the culinarium,No,No,4.0,38,vasanth nagar,"cafe, dessert parlor","Salted Caramel, Pie","Cafe, Desserts, Beverages","1,100",Desserts,Residency Road
bhagatram sweets,No,No,3.4,225,commercial street,quick bites,"Gulab Jamun, Jalebi, Samosa, Chole, Sev Puri, Rasgulla, Masala Poori","Street Food, Mithai",300,Desserts,Residency Road
the bengaluru brasserie - hyatt centric mg road,No,Yes,4.1,126,ulsoor,casual dining,"Cocktails, Burgers, Chicken Chunks, Crispy Chicken, Cheesecake","Continental, Asian, North Indian, South Indian","2,000",Desserts,Residency Road
marzipan cafe & bakery,Yes,No,4.2,444,ulsoor,"cafe, bakery","Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Hot Chocolate, Wedges","Cafe, Mediterranean, Bakery, Greek, Beverages",700,Desserts,Residency Road
haji ali juice centre,Yes,No,4.1,80,commercial street,"quick bites, beverage shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350,Desserts,Residency Road
anand sweets and savouries,No,No,4.0,187,commercial street,quick bites,"Badam Milk, Chaat, Rasmalai, Mysore Pak, Samosa, Paneer Cutlets, Kachori","Mithai, Fast Food",400,Desserts,Residency Road
tewari bros mithai shoppie,Yes,No,3.8,59,commercial street,sweet shop,"Dhokla, Raj Kachori, Rabri","Fast Food, Mithai",300,Desserts,Residency Road
brownie heaven,Yes,No,4.1,34,cunningham road,dessert parlor,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake","Desserts, Fast Food",300,Desserts,Residency Road
the french loaf,Yes,No,2.9,48,ulsoor,"bakery, quick bites","Coffee, Veg Puff, Latte","Bakery, Desserts, Sandwich",400,Desserts,Residency Road
alchemy - the chancery pavilion,No,Yes,4.3,497,residency road,"microbrewery, casual dining","Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak",Modern Indian,"2,000",Dine-out,Residency Road
communiti,No,No,4.6,4119,residency road,"microbrewery, casual dining","Pizza, Cocktails, Peri Peri Chicken, Craft Beer, Mocktails, Nachos, Pasta","Continental, BBQ, Salad","1,500",Dine-out,Residency Road
nagarjuna,No,No,4.3,1817,residency road,casual dining,"Mutton Biryani, Chicken Biryani, Chicken 65, Mutton Pepper, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls","Andhra, Biryani",800,Dine-out,Residency Road
karavalli - the gateway hotel,No,Yes,4.5,682,residency road,fine dining,"Appam, Fish, Sea Food, Cocktails, Prawn, Thali, Paratha","Mangalorean, Konkan, Seafood, Kerala","3,500",Dine-out,Residency Road
bangalore brew works,No,Yes,4.3,2246,residency road,"microbrewery, lounge","Spaghetti, Pizza, Wheat Beer, Cocktails, Risotto, Nachos, Draught Beer","Continental, Italian","1,700",Dine-out,Residency Road
green theory,Yes,Yes,4.2,2872,residency road,"casual dining, cafe","Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Potato Skins, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Dine-out,Residency Road
harima,No,Yes,4.3,678,residency road,casual dining,"Sushi, Tuna Sashimi, Salads, Tofu Teriyaki, Pork Rice, Fried Noodles, Ramen",Japanese,"2,000",Dine-out,Residency Road
meghana foods,Yes,No,4.3,2177,residency road,casual dining,"Chicken Boneless Biryani, Mutton Biryani, Hyderabadi Biryani, Andhra Style Biryani, Vegetable Biryani, Fry Prawns, Paneer Biryani","Biryani, Andhra, North Indian, Seafood",600,Dine-out,Residency Road
sotally tober,No,Yes,4.4,229,residency road,"bar, casual dining","Cocktails, Corn Fritters, Sangria, Butter Chicken, Paneer Steak, Chicken Steak, Chicken Cutlet","Asian, Burger, Chinese, Finger Food","1,200",Dine-out,Residency Road
mahesh lunch home,Yes,Yes,4.1,866,residency road,casual dining,"Sea Food, Neer Dosa, Crab Ghee Roast, Jumbo Prawns, Thali, Crab Butter, Crab Masala","Seafood, Mangalorean, North Indian, Chinese","1,400",Dine-out,Residency Road
green onion,No,No,4.3,1195,residency road,casual dining,"Noodles, Coriander Soup, Chicken Lollipop, Honey Potato, Momos, Schezwan Fried Rice, Chicken Drumstick",Chinese,550,Dine-out,Residency Road
bang - the ritz-carlton,No,Yes,4.2,484,residency road,lounge,"Paneer Roll, Cocktails, Wine, Mexican Platter, Dragon Chicken, Paneer Tikka",Finger Food,"3,000",Dine-out,Residency Road
konark vegetarian restaurant,No,No,4.1,1015,residency road,casual dining,"Hyderabadi Biryani, Masala Poori, Kulcha, Butter Masala Dosa, Chaat, Filter Coffee, Kesari Bath","North Indian, Chinese, Continental, South Indian, Street Food, Juices",500,Dine-out,Residency Road
japan travel cafe azuki,No,No,4.3,79,residency road,cafe,"Miso Soup, Tempura","Cafe, Japanese",400,Dine-out,Residency Road
the market - the ritz-carlton,No,Yes,4.3,620,residency road,fine dining,"Pizza, Waffles, Roti, Pasta, Sushi, Salads, Fish","North Indian, European, Thai","3,400",Dine-out,Residency Road
amber rush restobar,No,Yes,4.1,105,residency road,pub,"Cocktails, Pizza, Fries, Wings, Mango Phirni, Fish Grill","Continental, Chinese, Fast Food","1,000",Dine-out,Residency Road
pashto,No,No,4.1,803,residency road,casual dining,"Biryani, Peshawari Paneer, Dal Tadka, Veg Pulao, Yakhni Shorba, Phirni, Murgh Peshawari","North Indian, Mughlai, Afghan",800,Dine-out,Residency Road
riwaz - the ritz-carlton,No,Yes,4.2,275,residency road,"fine dining, bar","Tandoori Broccoli, Dal Makhani, Tamatar Ka Shorba, Kadhai Paneer, Raan, Kulfi, Biryani",North Indian,"4,000",Dine-out,Residency Road
chin lung resto bar,No,No,4.0,519,residency road,bar,"Masala Peanuts, Beer, Chicken Lollipop, Pepper Chicken, Chilli Chicken, Fried Rice, Chicken Tikka","North Indian, Chinese, Fast Food","1,000",Dine-out,Residency Road
ithaca - the chancery pavilion,No,Yes,3.9,312,residency road,fine dining,"Salads, Sunday Brunch, Cocktails, Watermelon Juice, Fish, Club Sandwich, Breakfast Buffet","North Indian, Italian, European, Continental","2,000",Dine-out,Residency Road
the lantern restaurant & bar - the ritz-carlton...,No,Yes,4.3,432,residency road,"fine dining, bar","Dumplings, Momos, Chenin Blanc, Mapo Tofu, Cocktails, Noodles, Egg Fried Rice",Chinese,"3,500",Dine-out,Residency Road
chung wah,Yes,No,4.0,363,residency road,casual dining,"Jasmine Tea, Spring Roll, Golden Fried Prawns, Momos, Hakka Noodles, Hunan Chicken Gravy, Drunken Chicken Wings","Chinese, Thai, Momos, Vietnamese","1,000",Dine-out,Residency Road
imperial restaurant,Yes,No,3.9,367,residency road,casual dining,"Ghee Rice, Biryani, Brain Pepper Fry, Chicken Kebab, Chicken Grill, Grape Juice, Kerala Parotta","North Indian, Chinese, Mughlai, Seafood",800,Dine-out,Residency Road
the good grain,Yes,No,4.1,54,residency road,casual dining,"Curd Rice, Biryani","Healthy Food, North Indian, South Indian",550,Dine-out,Residency Road
palmgrove,No,No,4.0,228,residency road,casual dining,"Masala Dosa, Naan, Vada, Pongal, Grape Juice, Coffee, Kulcha","North Indian, South Indian, Chinese, Juices",700,Dine-out,Residency Road
downtown,No,No,3.7,298,residency road,pub,"Beer, Pepper Chicken, Cocktails, Masala Peanuts, French Fries","North Indian, Continental","1,000",Dine-out,Residency Road
the ritz-carlton bar - the ritz-carlton,No,Yes,4.0,94,residency road,lounge,Decor,Finger Food,"2,000",Dine-out,Residency Road
driven cafe,Yes,No,3.6,123,residency road,cafe,"Coffee, Fries, Cappuccino, Margherita Pizza","Cafe, Beverages, Fast Food",600,Dine-out,Residency Road
northern gate- gateway hotel,No,Yes,3.9,107,residency road,casual dining,"Cut Fruits, Pasta, Sunday Brunch, Chilli Chicken, Curd Rice",North Indian,"1,900",Dine-out,Residency Road
chai point,Yes,No,4.0,135,residency road,"beverage shop, quick bites","Banana Cake, Ginger Tea, Masala Chai, Samosa, Ginger Chai, Poha, Egg Puff","Fast Food, Beverages",250,Dine-out,Residency Road
stir fry,No,No,4.0,210,residency road,casual dining,"Spring Roll, Chicken Lollipop, Chaap, Momos, Lamb, Chicken Manchow Soup, Hakka Noodles","Chinese, Momos",500,Dine-out,Residency Road
taste of kerala,No,No,2.3,48,residency road,casual dining,"Appam, Thali","Kerala, Seafood",600,Dine-out,Residency Road
rs shiv sagar express,Yes,No,4.0,67,residency road,quick bites,"Pav Bhaji, Kulfi, Chaat, Fries, Coffee, Chole Bhature, Paratha","South Indian, North Indian, Chinese, Fast Food",300,Dine-out,Residency Road
sri udupi park,Yes,No,3.8,106,residency road,quick bites,"Vada, Idli, Kharabath, Noodles, Filter Coffee","South Indian, Chinese",200,Dine-out,Residency Road
masala oota,Yes,No,3.6,79,residency road,quick bites,"Donne Chicken Biryani, Akki Rottis, Roti, Mutton Chops, Chicken Curry, Vada, Coffee","South Indian, Biryani",500,Dine-out,Residency Road
firewood biryani,Yes,No,3.9,458,residency road,quick bites,"Rice Kheer, Hariyali Chicken, Chicken Kebab, Chicken Biryani, Firewood Biryani, Mutton Biryani, Badam Phirni","Biryani, Kebab, Rolls",400,Dine-out,Residency Road
faasos,Yes,No,3.9,253,residency road,quick bites,"Rolls, Veggie Wrap, Chicken Wrap, Paneer Wrap, Chole, Dal Makhani, Jal-jeera","North Indian, Biryani, Fast Food",500,Dine-out,Residency Road
rescafe,No,No,3.8,41,residency road,quick bites,"Samosa, Tea",Beverages,100,Dine-out,Residency Road
sweet chariot cafe,Yes,No,3.8,113,residency road,dessert parlor,"Chocolate Mousse, Pasta, Chocolate Cake, Lemon Tarts, Veg Burger","Desserts, Bakery",500,Dine-out,Residency Road
the 13th floor,No,Yes,4.4,4614,mg road,lounge,"Cocktails, Lasagne, Mocktails, Martini, Mutton Pepper, Long Island Iced Tea, Mojito","Asian, North Indian, Thai","1,700",Dine-out,Residency Road
olive bar and kitchen,No,Yes,4.5,2219,richmond road,casual dining,"Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto","Mediterranean, European, Salad","1,800",Dine-out,Residency Road
chutney chang,Yes,Yes,4.2,4752,church street,casual dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ","1,500",Dine-out,Residency Road
ebony,Yes,Yes,4.3,3152,mg road,casual dining,"Appam, Khao Suey, Chicken Biryani, Kebab Platter, Rabri, Prawn, Pad Thai","North Indian, South Indian","1,500",Dine-out,Residency Road
skyye,No,Yes,4.2,3140,lavelle road,lounge,"Cocktails, Long Island Iced Tea, Mojito, Peri Peri Chicken, Mocktails, Chicken Satay, Beer",Continental,"2,500",Dine-out,Residency Road
arbor brewing company,No,Yes,4.5,8419,brigade road,"pub, microbrewery","Kamikaze, Long Island Iced Tea, Pizza, Hefeweizen, Cocktails, Belgian Brew Beer, Chicken Bbq Wings","American, Continental","2,000",Dine-out,Residency Road
kazãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâ©,No,Yes,4.4,895,lavelle road,fine dining,"Cocktails, Sushi, Salmon, Martini, Tempura Prawns, Chicken Gyoza, Ramen","Asian, Japanese, Thai","3,000",Dine-out,Residency Road
jw kitchen - jw marriott bengaluru,No,Yes,4.4,2143,lavelle road,fine dining,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad","North Indian, Continental, Italian","2,200",Dine-out,Residency Road
shiro,Yes,Yes,4.4,2245,lavelle road,"fine dining, lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori","Japanese, Asian","3,000",Dine-out,Residency Road
yauatcha,No,Yes,4.6,2372,mg road,fine dining,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Macaroon, Chocolate Hazelnut Mousse","Chinese, Asian, Cantonese, Tea","2,800",Dine-out,Residency Road
hyderabad biryaani house,No,No,4.2,1364,richmond road,casual dining,"Hyderabadi Biryani, Haleem, Andhra Biryani, Chicken Biryani, Mutton Biryani, Ghee Rice, Butter Chicken","Biryani, North Indian, Chinese",700,Dine-out,Residency Road
the permit room,No,No,4.5,1610,brigade road,"casual dining, bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",Dine-out,Residency Road
brik oven,No,No,4.6,2295,church street,cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages","1,100",Dine-out,Residency Road
the tao terraces,Yes,Yes,3.9,1943,mg road,casual dining,"Salads, Cocktails, Khao Suey, Laksa, Jumbo Prawns, Veg Sushi, Espresso Martini","Thai, Japanese, Korean, Burmese, Chinese","2,100",Dine-out,Residency Road
shakesbierre,No,Yes,4.5,403,brigade road,"microbrewery, casual dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","Asian, Continental, European, North Indian","1,500",Dine-out,Residency Road
farzi cafe,No,No,4.4,2435,lavelle road,"casual dining, microbrewery","Appletini, Wheat Beer, Lamb Tacos, Cocktails, Martini, Stout, Sangria",Modern Indian,"1,500",Dine-out,Residency Road
nolimmits lounge and club,Yes,Yes,4.1,2180,brigade road,club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Cocktails, Popcorn","Chinese, Continental, North Indian","2,000",Dine-out,Residency Road
rim naam - the oberoi,No,No,4.6,988,mg road,fine dining,"Seafood Soup, Mocktails, Mushroom Salad, Thai Salad, Wine, Jasmine Rice, Thai Red Curry",Thai,"3,000",Dine-out,Residency Road
hard rock cafe,No,Yes,4.5,5290,st. marks road,"casual dining, bar","Burgers, Cocktails, Legendary Hrc Burger, Nachos, Sandwiches, Bloody Mary, Mocktails","American, BBQ","2,500",Dine-out,Residency Road
misu,Yes,Yes,4.5,1258,st. marks road,"casual dining, bar","Sushi, Dumplings, Khau Suey, Noodles, Cocktails, Virgin Mojito, Drunken Beef","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean","1,700",Dine-out,Residency Road
church street social,Yes,No,4.3,7584,church street,lounge,"Paneer Biryani, Cocktails, Mocktails, Nachos, Taco Soup, Pork Ribs, Hot Dog","American, North Indian, Chinese, Finger Food, Momos","1,500",Dine-out,Residency Road
fava,No,Yes,4.4,2055,lavelle road,"casual dining, bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab","1,200",Dine-out,Residency Road
oh! calcutta,Yes,Yes,4.5,1142,church street,"casual dining, bar","Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri","Bengali, Seafood","1,200",Dine-out,Residency Road
soda bottle opener wala,Yes,Yes,4.4,3727,lavelle road,"casual dining, irani cafee","Okra, Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Kulfi","Parsi, North Indian","1,300",Dine-out,Residency Road
toast & tonic,No,Yes,4.6,1095,richmond road,casual dining,"Cocktails, Salads, Pork Ribs, Tomato Soup, Burgers, Mushroom Toast, Cheesecake","European, Asian","1,500",Dine-out,Residency Road
the bar stock exchange,No,No,4.2,650,st. marks road,"pub, casual dining","Sangria, Chole, Cocktails, Pizza, Nachos, Noodles, Fish","Continental, Chinese, North Indian, Finger Food","1,300",Dine-out,Residency Road
sunny's,No,Yes,4.1,1343,lavelle road,"casual dining, bar","Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","European, Italian, Seafood, Continental","2,100",Dine-out,Residency Road
cafe azzure,Yes,Yes,4.2,2747,mg road,cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes","Cafe, Continental, Italian, Burger","1,200",Dine-out,Residency Road
samarkand,No,Yes,4.1,2051,infantry road,casual dining,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan","North Indian, Mughlai","1,600",Dine-out,Residency Road
the bangalore cafe,Yes,Yes,4.2,525,shanti nagar,casual dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,Dine-out,Residency Road
the biere club,Yes,Yes,4.3,3498,lavelle road,"pub, microbrewery","Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Meatballs, Craft Beer","Continental, BBQ, Finger Food","1,700",Dine-out,Residency Road
smoke house deli,Yes,No,4.6,2521,lavelle road,casual dining,"Cocktails, Burgers, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan","European, Italian, Desserts, Salad, Juices, Steak","1,600",Dine-out,Residency Road
carnatic,No,Yes,4.1,193,church street,casual dining,"Guntur Chicken Biryani, Thali, Andhra Chilli Chicken, Raita, Kothu Paratha, Coconut Mousse, Tender Coconut Payasam","South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean","1,000",Dine-out,Residency Road
spice terrace - jw marriott,No,Yes,4.3,772,lavelle road,"fine dining, microbrewery","Chicken Tikka, Faluda, Raita, Tarkari Biryani, Lamb, Butter Naan, Fish","North Indian, Seafood","3,000",Dine-out,Residency Road
